price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed,vehicle_age
16500,2013,chevrolet camaro lt coupe 2d,good,6.0,gas,58394.0,automatic,coupe,black,0,2018-07-24,25,6
995,2012,ford mustang,excellent,6.0,gas,115940.0,automatic,coupe,blue,0,2018-05-18,31,7
4899,2003,ford ranger,good,6.0,gas,132434.0,automatic,pickup,,0,2018-05-11,91,16
19700,2017,chevrolet camaro lt coupe 2d,good,6.0,gas,35807.0,other,coupe,black,0,2019-02-09,4,3
22975,2012,ram 2500,excellent,6.0,diesel,119546.0,automatic,pickup,white,1,2019-02-24,25,8
5750,2004,ford f-150,good,8.0,gas,143018.0,automatic,truck,white,0,2018-07-08,140,15
24995,2012,ford f-150,excellent,,gas,121388.0,automatic,pickup,silver,1,2018-06-13,78,7
995,2013,ford escape,excellent,,gas,106452.0,automatic,SUV,white,0,2018-06-28,69,6
3500,2005,honda odyssey,good,6.0,gas,211808.0,automatic,mini-van,black,0,2018-09-11,60,14
2495,2017,ford explorer,excellent,6.0,gas,123808.0,automatic,SUV,silver,1,2019-01-19,21,3
6000,2011,toyota camry,excellent,4.0,diesel,170000.0,automatic,sedan,grey,0,2018-09-26,41,8
8500,2013,ford edge,excellent,6.0,gas,113287.0,automatic,SUV,black,0,2019-04-06,20,7
5900,2009,nissan murano,excellent,6.0,gas,117486.0,automatic,SUV,brown,0,2018-11-23,34,10
8500,2010,toyota rav4,excellent,4.0,gas,98759.0,automatic,SUV,brown,0,2018-08-20,18,9
8500,2013,nissan altima,excellent,4.0,gas,118038.0,automatic,sedan,silver,0,2018-09-01,36,6
6995,2009,volkswagen jetta,excellent,5.0,gas,73000.0,automatic,sedan,black,0,2018-12-14,12,10
15990,2016,jeep cherokee,excellent,6.0,gas,28400.0,automatic,SUV,,0,2018-11-29,60,3
3500,2006,hyundai sonata,good,6.0,gas,144000.0,automatic,sedan,,0,2018-06-24,17,13
21979,2014,chevrolet silverado 1500,excellent,8.0,gas,87960.0,automatic,pickup,silver,0,2019-03-07,8,6
17261,2014,chevrolet camaro,excellent,8.0,gas,104113.0,automatic,convertible,red,0,2019-01-26,31,6
13377,2010,chevrolet suburban,excellent,,gas,148901.0,automatic,SUV,,0,2018-12-03,12,9
33300,2016,chevrolet silverado 1500 crew,good,,gas,14148.0,automatic,pickup,black,1,2018-09-29,49,3
25100,2014,ford f150 supercrew cab xlt,good,6.0,gas,53522.0,other,pickup,,1,2018-06-11,15,5
4995,2004,gmc sierra 2500hd,good,8.0,gas,175000.0,automatic,truck,green,1,2018-08-24,12,15
18500,2012,ford f-150,good,6.0,gas,55000.0,automatic,truck,blue,1,2018-05-22,8,7
10500,2016,kia sorento,excellent,4.0,gas,55000.0,automatic,SUV,white,0,2018-08-14,30,3
2600,2002,toyota camry,good,4.0,gas,190000.0,automatic,sedan,,0,2018-10-17,43,17
2900,2002,ford explorer,good,6.0,gas,199000.0,automatic,SUV,brown,1,2019-03-02,24,18
17977,2013,gmc yukon,good,8.0,gas,129000.0,automatic,SUV,black,1,2018-11-03,11,6
8499,2016,chevrolet equinox,like new,4.0,gas,28000.0,automatic,SUV,black,0,2018-09-04,50,3
3100,2007,hyundai elantra,good,,gas,182100.0,automatic,sedan,black,0,2019-02-20,35,13
4000,2011,ford fusion,excellent,6.0,gas,130000.0,automatic,sedan,white,0,2018-11-12,24,8
6750,2002,ram 2500,good,8.0,gas,140000.0,automatic,pickup,,1,2018-11-16,50,17
8750,2018,nissan sentra,like new,4.0,gas,15000.0,automatic,wagon,black,0,2018-05-03,18,1
6495,2010,honda accord,good,4.0,gas,151680.0,manual,sedan,,0,2018-07-25,56,9
7495,2012,volkswagen jetta,good,5.0,gas,138000.0,automatic,sedan,white,0,2019-04-01,13,8
6495,2002,chevrolet tahoe,good,8.0,gas,163000.0,automatic,SUV,,1,2018-09-26,3,17
6495,2011,volkswagen jetta,good,5.0,gas,156080.0,automatic,sedan,black,0,2018-08-22,33,8
6495,2006,toyota sienna,good,6.0,gas,164000.0,automatic,van,custom,0,2018-07-29,46,13
12300,2016,nissan frontier,like new,6.0,gas,50000.0,automatic,truck,blue,0,2018-07-21,69,3
6995,2011,toyota camry,good,4.0,gas,185494.0,automatic,sedan,silver,0,2018-09-15,84,8
6995,2014,ford focus,good,4.0,gas,127700.0,manual,hatchback,black,0,2018-06-19,31,5
16444,2017,nissan rogue,excellent,4.0,gas,48161.0,automatic,SUV,green,1,2018-11-24,38,2
5995,2004,dodge dakota,good,,gas,132000.0,automatic,truck,red,1,2018-08-07,8,15
7495,2014,volkswagen jetta,good,4.0,gas,158000.0,automatic,sedan,silver,0,2018-07-09,16,5
6900,2011,toyota rav4,excellent,4.0,gas,147000.0,automatic,SUV,black,0,2019-01-10,11,9
6995,2013,volkswagen jetta,good,4.0,gas,127800.0,automatic,sedan,blue,0,2018-08-20,11,6
6500,2012,gmc acadia,excellent,6.0,gas,165000.0,automatic,SUV,grey,0,2018-05-29,23,7
6200,2013,chevrolet cruze,good,4.0,gas,99000.0,automatic,sedan,silver,0,2018-10-30,57,6
4995,2009,ford focus,good,4.0,gas,104234.0,manual,sedan,black,0,2018-05-03,18,10
4550,2004,ram 1500,good,8.0,gas,160000.0,automatic,pickup,black,0,2019-03-25,31,16
3500,1997,jeep cherokee,good,6.0,gas,185000.0,automatic,SUV,black,1,2018-05-24,3,22
6495,2012,volkswagen jetta,good,5.0,gas,145000.0,automatic,sedan,grey,0,2019-04-09,44,8
11950,2008,chevrolet silverado,good,8.0,gas,156111.0,automatic,truck,blue,1,2019-03-17,33,12
6995,2013,volkswagen jetta,good,5.0,gas,152477.0,automatic,sedan,silver,0,2018-09-24,33,6
6995,2008,toyota camry,good,6.0,gas,139802.0,automatic,sedan,red,0,2018-05-10,24,11
15950,2011,jeep wrangler,excellent,6.0,gas,108840.0,automatic,SUV,black,1,2019-02-15,88,9
7995,2010,honda cr-v,good,4.0,gas,188817.0,automatic,SUV,,1,2019-03-09,34,10
10500,2010,chevrolet silverado 1500,like new,8.0,gas,172669.0,automatic,pickup,white,1,2018-06-02,53,9
5995,2008,toyota camry,good,4.0,gas,194000.0,automatic,sedan,red,0,2019-04-19,27,12
7995,2012,volkswagen jetta,good,5.0,gas,152000.0,automatic,sedan,grey,0,2018-11-24,27,7
14995,2015,ram 1500,like new,8.0,gas,70200.0,automatic,pickup,,0,2018-06-14,20,4
24950,2011,chevrolet silverado 2500hd,excellent,8.0,gas,102976.0,automatic,truck,black,1,2018-05-10,16,8
21500,2008,ford f250,excellent,,diesel,138000.0,automatic,pickup,black,1,2019-02-10,50,12
4995,2013,nissan versa,excellent,4.0,gas,93300.0,manual,sedan,,0,2019-01-18,78,7
13900,2014,honda cr-v,like new,,gas,84000.0,automatic,SUV,grey,1,2018-05-04,34,5
6700,2008,toyota tacoma,good,4.0,gas,171000.0,automatic,pickup,white,0,2019-01-10,33,12
4500,2003,chevrolet suburban,excellent,8.0,gas,223122.0,automatic,SUV,white,1,2018-05-22,111,16
3000,2006,honda cr-v,good,,gas,160800.0,automatic,SUV,silver,0,2018-07-21,69,13
10250,2012,honda cr-v,like new,,gas,104327.0,automatic,SUV,silver,1,2019-03-12,26,8
27995,2015,ram 2500,excellent,6.0,diesel,158830.0,automatic,pickup,silver,1,2018-11-20,54,4
5990,2007,hyundai santa fe,excellent,6.0,gas,141641.0,automatic,SUV,blue,0,2018-07-24,20,12
14998,2005,toyota tacoma,excellent,6.0,gas,135477.0,automatic,pickup,green,0,2018-05-29,23,14
14995,2005,jeep wrangler,excellent,6.0,gas,97039.0,manual,SUV,,1,2018-08-02,46,14
17700,2006,ram 2500,excellent,,diesel,144110.0,automatic,truck,red,1,2018-11-12,19,13
24700,2017,chevrolet traverse,excellent,6.0,gas,27792.0,automatic,SUV,silver,0,2018-05-20,14,2
19990,2010,jeep wrangler,excellent,6.0,gas,101883.0,automatic,SUV,red,1,2019-03-08,20,10
13990,2016,kia soul,excellent,4.0,gas,32826.0,automatic,wagon,red,0,2018-09-18,27,3
15900,2017,chevrolet cruze,excellent,4.0,gas,14563.0,automatic,sedan,red,0,2019-02-25,38,3
9490,2012,chevrolet cruze,excellent,4.0,gas,88113.0,automatic,sedan,,0,2018-05-01,22,7
12490,2014,chevrolet equinox,excellent,4.0,gas,60297.0,automatic,SUV,silver,0,2019-04-11,86,6
13990,2015,chevrolet equinox,excellent,4.0,gas,76555.0,automatic,SUV,white,0,2018-07-21,63,4
32700,2012,ram 3500,excellent,6.0,diesel,172506.0,automatic,pickup,white,1,2018-06-05,15,7
26700,2015,chevrolet silverado 2500hd,excellent,8.0,diesel,157085.0,automatic,truck,white,1,2018-12-22,31,4
25700,2012,ram 2500,excellent,6.0,diesel,197915.0,automatic,pickup,,1,2018-11-05,76,7
14900,2012,jeep grand cherokee,excellent,6.0,gas,122422.0,automatic,SUV,grey,1,2019-03-09,77,8
19950,2012,ram 2500,excellent,6.0,diesel,215777.0,automatic,pickup,silver,1,2019-04-14,11,8
15900,2007,ram 3500,excellent,6.0,diesel,224102.0,automatic,pickup,red,0,2019-03-19,22,13
7950,2014,nissan altima,excellent,4.0,gas,110759.0,automatic,sedan,grey,0,2019-03-25,27,6
12500,2014,ford f-150,excellent,,gas,165407.0,automatic,pickup,white,1,2018-10-21,6,5
18900,2018,ram 1500,excellent,8.0,gas,18387.0,automatic,SUV,,1,2019-01-18,34,2
14995,2005,jeep wrangler,excellent,6.0,gas,97039.0,manual,SUV,,1,2018-07-15,13,14
7500,2007,acura tl,excellent,6.0,gas,101000.0,automatic,sedan,,0,2018-12-03,7,12
22975,2012,ram 2500,excellent,6.0,diesel,119546.0,automatic,pickup,white,1,2018-06-25,61,7
5900,2016,chevrolet impala,good,,gas,103.0,automatic,sedan,black,0,2018-11-29,9,3
500,2003,dodge dakota,fair,6.0,gas,215457.0,automatic,pickup,,0,2018-10-31,0,16
3900,2005,acura tl,excellent,6.0,gas,153098.0,automatic,sedan,grey,0,2018-12-17,37,14
1600,2000,jeep grand cherokee laredo,good,6.0,gas,176852.0,automatic,SUV,grey,0,2018-07-18,31,19
12995,2013,chevrolet silverado 1500,like new,8.0,gas,185246.0,automatic,pickup,,1,2018-05-03,62,6
18995,2013,gmc sierra 1500,good,8.0,gas,95356.0,automatic,truck,silver,1,2018-12-11,34,6
23800,2014,chevrolet tahoe,good,8.0,gas,95997.0,automatic,SUV,black,1,2019-01-04,30,6
20995,2015,jeep grand cherokee,excellent,,gas,58482.0,manual,SUV,white,1,2019-04-07,33,5
7900,2010,honda pilot,good,6.0,gas,136027.0,automatic,SUV,black,0,2018-08-26,39,9
4900,2008,honda accord,good,4.0,gas,176100.0,automatic,sedan,,0,2019-01-17,27,12
6900,2010,honda accord,good,6.0,gas,167062.0,automatic,sedan,silver,0,2019-04-12,60,10
18500,2013,ram 1500,excellent,,gas,61386.0,automatic,truck,black,0,2019-02-17,32,7
7500,2007,chevrolet suburban,good,8.0,gas,170000.0,automatic,SUV,white,0,2019-03-01,25,13
4500,2012,honda civic,like new,4.0,gas,139000.0,automatic,coupe,brown,0,2019-03-19,60,8
3500,2006,ford expedition,good,8.0,gas,107500.0,automatic,SUV,black,0,2018-11-20,15,13
3500,2002,chevrolet tahoe,excellent,8.0,gas,121000.0,automatic,SUV,white,0,2019-03-27,8,18
4900,2008,toyota prius,good,4.0,gas,178405.0,automatic,hatchback,red,0,2018-10-09,41,11
4900,2003,toyota highlander,good,6.0,gas,156907.0,automatic,SUV,blue,1,2018-11-25,38,16
22500,2011,chevrolet silverado,excellent,8.0,gas,43000.0,automatic,pickup,black,0,2018-07-02,8,8
9995,2014,toyota corolla,excellent,4.0,gas,53880.0,automatic,sedan,grey,0,2018-12-20,10,5
10500,2014,dodge charger,excellent,6.0,gas,66982.0,automatic,sedan,blue,0,2018-09-18,11,5
2300,2001,ford f-150,fair,6.0,gas,268000.0,automatic,truck,silver,0,2018-07-05,45,18
6995,2014,ford focus,excellent,4.0,gas,55176.0,automatic,sedan,red,0,2018-07-16,11,5
8995,2016,chevrolet cruze,excellent,4.0,gas,73602.0,automatic,sedan,red,0,2018-10-23,73,3
13500,2015,hyundai sonata,excellent,4.0,gas,46000.0,automatic,sedan,black,0,2018-12-04,12,4
17900,2007,ram 3500,good,8.0,gas,158494.0,manual,pickup,blue,0,2018-06-08,26,12
16995,2013,toyota highlander,excellent,6.0,gas,100806.0,automatic,SUV,black,1,2018-10-17,103,6
21850,2011,ford f-150,excellent,8.0,gas,112836.0,automatic,pickup,black,1,2018-10-03,36,8
6995,2012,chevrolet traverse,good,6.0,gas,127959.0,automatic,SUV,white,0,2018-05-30,43,7
2100,2003,chevrolet malibu,excellent,,gas,189000.0,automatic,sedan,,0,2018-06-27,11,16
15995,2010,chevrolet tahoe,good,8.0,gas,110848.0,automatic,SUV,silver,1,2018-12-28,80,9
3995,2007,ford explorer,good,6.0,gas,131193.0,automatic,SUV,,1,2018-12-15,98,12
32990,2012,ford f-150,good,8.0,gas,58486.0,automatic,truck,black,1,2019-04-04,30,8
14750,2010,chevrolet camaro,excellent,8.0,gas,81230.0,manual,coupe,red,0,2018-07-26,57,9
7000,2008,toyota tacoma,good,4.0,gas,171000.0,automatic,pickup,white,0,2018-07-21,46,11
12995,2015,chevrolet traverse,excellent,6.0,gas,64110.0,automatic,SUV,black,0,2018-08-05,20,4
11995,2016,subaru forester,excellent,4.0,gas,61165.0,automatic,SUV,black,1,2018-12-30,36,3
1500,2003,subaru outback,good,4.0,gas,247000.0,manual,wagon,silver,1,2018-08-06,52,16
3999,2011,ford f-150,good,6.0,gas,218000.0,automatic,pickup,white,0,2018-05-22,34,8
3900,2009,nissan versa,good,4.0,gas,89000.0,automatic,sedan,silver,0,2019-01-26,5,11
13990,2005,toyota tundra,good,8.0,gas,66697.0,automatic,truck,,1,2018-12-10,9,14
13490,2012,ford econoline,good,,gas,80836.0,automatic,truck,white,0,2019-02-21,36,8
10991,2014,nissan frontier,excellent,6.0,gas,139854.0,automatic,truck,black,0,2018-12-25,37,5
3000,2016,chevrolet malibu,like new,4.0,gas,87147.0,automatic,sedan,,0,2018-05-03,63,3
3900,2004,bmw x5,good,6.0,gas,125000.0,automatic,SUV,silver,1,2018-07-07,32,15
2000,2013,chevrolet malibu,like new,4.0,gas,98000.0,automatic,sedan,silver,0,2018-12-19,21,6
5990,2008,ford explorer,good,6.0,gas,137809.0,automatic,SUV,black,1,2018-09-24,48,11
20990,2014,ram 2500,good,8.0,gas,121437.0,automatic,truck,white,1,2018-07-17,76,5
28990,2015,ford f-350 sd,good,8.0,diesel,112150.0,automatic,truck,white,1,2018-08-24,11,4
1200,1998,ford taurus,good,6.0,gas,203000.0,automatic,sedan,white,0,2019-03-05,31,22
3200,2006,hyundai sonata,good,4.0,gas,162000.0,automatic,sedan,blue,0,2018-12-25,38,13
15990,2012,ford f-250 sd,good,8.0,gas,113419.0,automatic,truck,,1,2018-10-25,7,7
18990,2015,ford f-250 sd,good,8.0,gas,134794.0,automatic,truck,blue,1,2018-11-21,3,4
19990,2010,ford f-350 sd,good,10.0,gas,51664.0,manual,truck,white,1,2018-12-15,8,9
14490,2013,chevrolet silverado 3500hd,good,8.0,gas,174100.0,automatic,truck,,1,2018-09-15,43,6
17490,2016,ford econoline,good,10.0,gas,122637.0,automatic,truck,yellow,0,2018-12-07,81,3
3793,2008,chevrolet impala,excellent,6.0,gas,165831.0,automatic,sedan,silver,0,2018-05-04,48,11
3100,2005,chevrolet trailblazer,good,6.0,gas,177000.0,automatic,SUV,silver,1,2018-05-18,40,14
17243,2015,jeep cherokee,excellent,6.0,gas,101155.0,automatic,SUV,,1,2019-01-28,13,5
15995,2014,honda pilot,like new,6.0,gas,45857.0,automatic,SUV,red,1,2018-08-06,54,5
6500,2012,chevrolet cruze,excellent,4.0,gas,93000.0,automatic,sedan,black,0,2018-07-18,42,7
6500,2011,honda civic,excellent,4.0,gas,70000.0,automatic,sedan,grey,0,2018-07-27,36,8
5400,2009,chevrolet malibu,excellent,4.0,gas,147336.0,automatic,sedan,silver,0,2018-07-20,23,10
6990,2008,gmc sierra 1500,excellent,6.0,gas,121419.0,automatic,pickup,white,0,2019-03-01,97,12
28999,2016,chevrolet silverado 1500,good,8.0,gas,53600.0,automatic,pickup,black,0,2018-10-22,50,3
3300,1997,ford ranger,good,4.0,gas,153346.0,manual,truck,silver,0,2018-09-16,16,22
6555,2013,chevrolet malibu,like new,4.0,gas,76.0,automatic,sedan,grey,0,2018-08-24,6,6
7399,2015,chrysler 200,like new,,gas,50.0,automatic,sedan,black,0,2018-07-19,26,4
28500,2006,ford f-250,excellent,8.0,diesel,74300.0,automatic,pickup,white,1,2018-08-30,56,13
2500,2005,ford taurus,excellent,6.0,gas,206398.0,automatic,sedan,silver,0,2019-04-16,47,15
14000,2009,chevrolet silverado 1500,excellent,8.0,gas,135841.0,automatic,truck,,1,2018-05-05,36,10
15500,2011,jeep wrangler,excellent,6.0,gas,110500.0,manual,other,,1,2018-06-20,17,8
9100,2015,chrysler 200,like new,4.0,gas,57685.0,automatic,sedan,black,0,2019-04-18,87,5
1500,2002,hyundai elantra,fair,4.0,gas,202250.0,automatic,sedan,black,0,2018-12-17,34,17
9100,2014,chevrolet impala,excellent,6.0,gas,76550.0,automatic,sedan,blue,0,2018-07-23,12,5
4700,2010,subaru impreza,good,,gas,199100.0,manual,sedan,black,1,2018-12-23,22,9
4000,1999,ford mustang,excellent,6.0,gas,115000.0,manual,coupe,black,0,2018-05-09,19,20
8500,2005,ford f-150,good,8.0,gas,75000.0,automatic,truck,,1,2018-12-17,15,14
2495,2001,ford taurus,good,6.0,gas,165000.0,automatic,sedan,silver,0,2018-09-13,9,18
3295,2005,jeep cherokee,good,6.0,gas,155000.0,automatic,SUV,silver,0,2018-11-23,21,14
3990,2008,ford f-150,good,6.0,gas,141280.0,automatic,truck,white,0,2019-02-07,18,12
10900,2012,chevrolet silverado,excellent,8.0,gas,164101.0,automatic,pickup,,1,2019-02-05,38,8
8000,2006,chevrolet silverado,good,8.0,gas,191000.0,automatic,pickup,blue,1,2018-10-10,104,13
11500,2012,chevrolet equinox,good,4.0,gas,81000.0,automatic,SUV,black,1,2019-01-04,21,8
16990,2008,ford econoline,good,8.0,gas,104738.0,automatic,truck,white,0,2018-10-15,15,11
6495,2014,nissan sentra,excellent,4.0,gas,65000.0,automatic,sedan,red,0,2018-09-29,36,5
12995,2010,chevrolet suburban,good,8.0,gas,171025.0,automatic,SUV,,1,2018-10-20,62,9
28995,2017,ford explorer,good,6.0,gas,54983.0,automatic,SUV,white,1,2018-08-10,81,2
30995,2015,ford f-250 sd,good,,diesel,144829.0,automatic,truck,,1,2019-02-18,18,5
24995,2016,chevrolet silverado 1500,good,8.0,gas,128781.0,automatic,truck,,1,2019-02-08,14,4
17490,2016,ford econoline,good,10.0,gas,122974.0,automatic,truck,yellow,0,2018-05-01,11,3
21990,2003,gmc sierra 2500hd,good,8.0,diesel,81522.0,automatic,truck,blue,1,2019-02-16,73,17
24990,2015,ford f-250 sd,good,8.0,gas,43854.0,automatic,truck,,1,2018-05-28,42,4
18490,2015,ford f-250 sd,good,8.0,gas,124332.0,automatic,truck,white,1,2018-07-23,25,4
22995,2017,gmc acadia,good,6.0,gas,68653.0,automatic,SUV,blue,1,2018-06-17,27,2
10995,2015,nissan altima,good,4.0,gas,71031.0,automatic,sedan,white,0,2019-01-11,9,5
12990,2011,ford econoline,good,8.0,gas,146100.0,automatic,truck,white,0,2018-05-31,16,8
29700,2018,chevrolet silverado 1500 crew,good,6.0,gas,21659.0,automatic,pickup,,1,2019-04-08,30,2
21000,2019,nissan frontier crew cab sv,good,6.0,gas,21737.0,other,pickup,white,0,2019-03-10,15,1
8990,2013,chevrolet equinox,excellent,4.0,gas,106560.0,automatic,SUV,,1,2018-09-27,14,6
15995,2013,ford f-150,good,8.0,gas,120230.0,automatic,truck,grey,1,2019-04-02,46,7
6450,2006,jeep grand cherokee laredo,good,6.0,gas,117146.0,automatic,SUV,red,1,2018-12-27,77,13
22100,2013,ford f150 supercrew cab xlt,good,6.0,gas,80854.0,other,pickup,white,1,2019-01-12,1,7
2999,2002,ford f150,good,8.0,gas,147823.0,automatic,pickup,green,1,2019-01-26,76,18
27995,2017,chevrolet silverado 1500,good,8.0,gas,99484.0,automatic,truck,black,1,2019-03-03,11,3
7995,2012,volkswagen passat,good,4.0,diesel,90167.0,automatic,sedan,blue,0,2019-03-14,15,8
16995,2018,toyota camry,good,4.0,gas,43127.0,automatic,sedan,blue,0,2019-03-26,48,2
2650,2007,ford fusion se,good,6.0,gas,168946.0,automatic,sedan,black,0,2019-01-31,18,13
8495,2011,chevrolet malibu,good,4.0,gas,83401.0,automatic,sedan,silver,0,2019-04-01,63,9
11495,2014,chevrolet impala,good,4.0,gas,90113.0,automatic,sedan,black,0,2019-01-31,21,6
795,2012,ford focus,excellent,4.0,gas,124000.0,automatic,sedan,grey,0,2018-06-10,63,7
7495,2015,ford focus,good,4.0,gas,99548.0,automatic,sedan,silver,0,2018-12-24,14,4
18995,2016,ford explorer,good,6.0,gas,87285.0,automatic,SUV,black,1,2018-10-21,27,3
2495,2015,chevrolet equinox,excellent,4.0,gas,171499.0,automatic,SUV,blue,0,2018-09-24,51,4
27000,2015,ford f150 supercrew cab xlt,good,6.0,gas,36300.0,other,pickup,white,1,2018-07-12,21,4
3500,2009,ford ranger,good,6.0,gas,143872.0,automatic,pickup,yellow,0,2018-08-28,27,10
22900,2019,nissan frontier crew cab sv,good,6.0,gas,14832.0,other,pickup,black,1,2019-01-22,20,1
8900,2013,toyota prius,good,,gas,109876.0,automatic,sedan,grey,0,2018-12-24,64,6
28995,2017,ford f-250 sd,good,8.0,gas,82490.0,automatic,truck,white,1,2018-09-07,15,2
1000,2006,chevrolet colorado,fair,5.0,gas,225000.0,automatic,pickup,blue,0,2018-09-27,14,13
28100,2017,chevrolet silverado 1500 crew,good,8.0,gas,50848.0,automatic,pickup,blue,1,2018-12-17,28,2
895,2009,chevrolet malibu,excellent,4.0,gas,145000.0,automatic,sedan,,0,2019-03-17,49,11
2095,2013,chevrolet malibu,excellent,4.0,gas,118000.0,automatic,sedan,silver,0,2018-09-18,61,6
1250,2012,chevrolet cruze,excellent,4.0,gas,140000.0,automatic,sedan,brown,0,2018-10-13,48,7
3200,2003,gmc yukon,fair,8.0,gas,179000.0,automatic,SUV,white,1,2018-12-10,41,16
2495,2012,buick enclave,excellent,6.0,gas,148000.0,automatic,SUV,brown,0,2019-02-25,10,8
17995,2015,ram 1500,good,6.0,diesel,99762.0,automatic,truck,custom,0,2018-08-17,11,4
15995,2017,toyota camry,good,4.0,gas,47755.0,automatic,sedan,grey,0,2018-12-03,39,2
16995,2016,ram 1500,good,8.0,gas,132886.0,automatic,truck,,1,2018-05-29,54,3
15995,2017,chevrolet impala,good,6.0,gas,59245.0,automatic,sedan,blue,0,2019-02-21,16,3
24995,2019,ford fusion,good,4.0,gas,1756.0,automatic,sedan,black,1,2019-01-15,50,1
9995,2008,chevrolet tahoe,good,8.0,gas,174897.0,automatic,SUV,,1,2018-11-20,6,11
19995,2017,chrysler 300,good,8.0,gas,93932.0,automatic,sedan,grey,0,2019-02-07,18,3
25995,2016,ford f-150,good,8.0,gas,71825.0,automatic,truck,grey,1,2018-09-17,41,3
9495,2011,honda odyssey,good,6.0,gas,164560.0,automatic,van,grey,0,2018-12-11,49,8
7995,2012,volkswagen passat,good,4.0,diesel,99491.0,automatic,sedan,white,0,2018-12-31,10,7
16995,2010,jeep wrangler,good,6.0,gas,69892.0,manual,SUV,orange,1,2019-02-01,35,10
22995,2017,chevrolet silverado 1500,good,8.0,gas,98523.0,automatic,truck,brown,1,2019-04-10,67,3
10995,2008,ford f-150,good,8.0,gas,146946.0,automatic,truck,grey,1,2018-09-29,31,11
24995,2015,chevrolet silverado 1500,good,,gas,41353.0,automatic,truck,,1,2019-02-18,14,5
4400,2001,ford f-150,excellent,6.0,gas,134000.0,automatic,pickup,brown,0,2018-06-16,108,18
26995,2011,ford f-250 sd,good,,diesel,107001.0,automatic,truck,black,1,2019-03-30,40,9
20995,2014,ram 1500,good,8.0,gas,74550.0,automatic,truck,red,1,2018-11-25,25,5
20000,2018,gmc sierra,like new,8.0,gas,15033.0,automatic,truck,white,0,2018-12-06,69,1
1895,2009,chevrolet traverse,excellent,6.0,gas,153000.0,automatic,SUV,white,0,2019-01-27,77,11
3796,2008,dodge charger,excellent,6.0,gas,150305.0,automatic,sedan,black,0,2018-11-30,36,11
22495,2016,nissan frontier,excellent,6.0,gas,29000.0,automatic,pickup,,1,2018-05-05,10,3
1995,2010,chevrolet tahoe,excellent,8.0,gas,196000.0,automatic,SUV,,1,2018-11-13,95,9
895,2011,ford fusion,excellent,4.0,gas,137000.0,automatic,sedan,,0,2019-03-12,29,9
795,2010,ford fusion,excellent,4.0,gas,171000.0,automatic,sedan,silver,0,2018-05-17,22,9
950,2010,ford fusion,excellent,4.0,gas,175000.0,automatic,sedan,blue,0,2019-01-07,39,10
1350,2010,ford escape,excellent,4.0,gas,138000.0,automatic,SUV,black,0,2018-06-13,56,9
18900,2014,jeep grand cherokee,good,6.0,gas,63029.0,automatic,SUV,silver,1,2018-06-15,39,5
36,2006,subaru outback,good,4.0,gas,149.0,automatic,hatchback,blue,1,2018-06-28,67,13
6950,2006,jeep grand cherokee laredo,good,6.0,gas,122573.0,automatic,SUV,,1,2018-06-14,49,13
12980,2015,chevrolet camaro,excellent,6.0,gas,109755.0,automatic,convertible,,0,2019-02-13,30,5
15980,2007,gmc sierra,excellent,8.0,gas,93209.0,automatic,truck,blue,1,2018-12-01,40,12
11980,2010,ford f150,excellent,8.0,gas,66324.0,automatic,truck,white,0,2018-11-17,80,9
10980,2011,ford f150,excellent,6.0,gas,64441.0,automatic,truck,white,0,2018-09-05,73,8
8499,2010,chevrolet silverado 1500,excellent,8.0,gas,177000.0,automatic,pickup,red,1,2018-05-30,13,9
3499,2005,chrysler town & country,excellent,6.0,gas,191000.0,automatic,mini-van,silver,0,2018-06-23,87,14
2850,2010,chevrolet impala,excellent,4.0,gas,183000.0,automatic,sedan,blue,0,2018-06-16,19,9
3500,2013,dodge grand caravan,excellent,6.0,gas,158000.0,automatic,mini-van,,0,2018-09-03,38,6
9999,2017,ford focus se,excellent,4.0,gas,17000.0,automatic,sedan,,0,2018-12-04,21,2
1850,2010,ford taurus,excellent,6.0,gas,154000.0,automatic,sedan,red,0,2019-01-08,12,10
5700,2011,chevrolet cruze,excellent,4.0,gas,104792.0,manual,coupe,silver,0,2018-12-15,25,8
14900,2007,ford f-250 super duty,excellent,8.0,diesel,130316.0,automatic,truck,green,1,2018-12-18,47,12
34200,2017,chevrolet silverado 1500 crew,good,8.0,gas,49823.0,other,pickup,,1,2018-11-07,108,2
6995,2012,ford fusion,excellent,4.0,gas,110000.0,automatic,sedan,white,0,2018-06-15,38,7
23900,2018,nissan frontier crew cab sv,good,6.0,gas,15673.0,other,pickup,white,1,2018-09-02,29,1
1800,1996,volkswagen jetta,fair,4.0,gas,108000.0,manual,sedan,black,0,2018-05-15,8,23
3700,2007,chrysler town & country,good,6.0,gas,145678.0,automatic,mini-van,red,0,2018-05-26,18,12
4999,2011,chevrolet impala,good,6.0,gas,127950.0,automatic,sedan,silver,0,2018-05-09,47,8
2495,2013,ford taurus,excellent,4.0,gas,88000.0,automatic,sedan,black,0,2019-01-21,6,7
1995,2015,chevrolet malibu,excellent,4.0,gas,112000.0,automatic,sedan,black,0,2018-12-05,23,4
26000,2015,chevrolet silverado 1500 crew,good,8.0,gas,92281.0,automatic,pickup,white,1,2018-12-31,32,4
