price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed,vehicle_age
13900,2009,cadillac escalade,good,8.0,gas,158883.0,automatic,SUV,,1,2018-11-02,56,10
13900,2011,gmc sierra 1500,good,8.0,gas,167114.0,automatic,pickup,black,1,2018-07-08,36,8
8200,2012,honda civic,excellent,4.0,gas,91000.0,automatic,sedan,,0,2019-01-18,4,8
19000,2011,chevrolet silverado,excellent,,gas,96000.0,automatic,truck,red,1,2019-03-04,76,9
8998,2008,chevrolet suburban,excellent,8.0,gas,255403.0,automatic,wagon,black,1,2018-10-06,50,11
16998,2013,chevrolet silverado 1500,excellent,8.0,gas,150249.0,automatic,truck,,1,2018-08-04,30,6
15998,2017,chevrolet malibu,excellent,4.0,gas,24631.0,automatic,sedan,custom,0,2018-05-29,10,2
17498,2009,jeep wrangler unlimited,excellent,6.0,gas,100490.0,automatic,wagon,silver,1,2018-06-22,56,10
16500,2011,ford f-150,good,8.0,gas,116000.0,automatic,truck,grey,1,2018-09-14,26,8
2500,2004,dodge dakota,fair,8.0,gas,118000.0,automatic,pickup,red,1,2018-09-11,41,15
12900,2011,chevrolet silverado 1500,excellent,8.0,gas,115163.0,automatic,truck,white,1,2018-06-02,67,8
18900,2012,ford f-250 sd,excellent,8.0,diesel,235000.0,automatic,truck,white,1,2018-06-02,46,7
6500,2010,ford f-150,excellent,8.0,gas,202957.0,automatic,truck,white,0,2019-01-31,27,10
24500,2011,ram 3500,excellent,6.0,gas,210850.0,automatic,truck,custom,1,2018-08-12,11,8
6950,2013,nissan rogue,good,4.0,gas,86500.0,automatic,SUV,black,1,2018-07-15,73,6
9997,2012,jeep grand cherokee,excellent,6.0,gas,147703.0,automatic,SUV,black,1,2019-01-21,28,8
9400,2011,chevrolet equinox,good,4.0,gas,118576.0,automatic,SUV,white,1,2018-05-11,16,8
18900,2016,ford edge,good,4.0,gas,54000.0,automatic,SUV,grey,1,2018-06-11,35,3
18850,2015,buick enclave,good,6.0,gas,75200.0,automatic,SUV,blue,1,2019-02-02,134,5
10875,2017,chevrolet cruze,good,4.0,gas,101420.0,automatic,sedan,black,0,2018-08-11,47,2
14900,2017,ford edge,good,4.0,gas,129094.0,automatic,SUV,,1,2019-02-05,12,3
13900,2017,chevrolet impala,good,6.0,gas,110100.0,automatic,sedan,black,0,2018-09-27,63,2
6700,2012,chevrolet cruze,good,4.0,gas,154000.0,automatic,sedan,blue,0,2018-12-26,141,7
14600,2018,jeep cherokee,good,4.0,gas,82000.0,automatic,SUV,grey,0,2018-07-20,36,1
17990,2015,ford f-150,good,6.0,gas,129000.0,automatic,truck,white,1,2019-01-24,12,5
13300,2017,ford escape,good,4.0,gas,126000.0,automatic,SUV,silver,1,2018-06-11,51,2
9900,2011,ford edge,good,6.0,gas,87485.0,automatic,SUV,white,0,2018-09-15,37,8
6200,2008,ford mustang,good,6.0,gas,105418.0,automatic,convertible,grey,0,2019-01-28,9,12
19995,2013,chevrolet silverado,like new,8.0,gas,91888.0,automatic,SUV,white,1,2019-03-19,60,7
6500,2000,ford f-250,good,8.0,diesel,200000.0,automatic,truck,,1,2019-03-31,26,20
5500,2000,chevrolet tahoe,excellent,8.0,gas,201697.0,automatic,SUV,,0,2018-12-06,24,19
15995,2011,chevrolet silverado,like new,8.0,gas,133247.0,automatic,pickup,white,1,2018-11-12,24,8
15900,2010,toyota tundra,excellent,8.0,gas,141400.0,automatic,pickup,,1,2018-07-12,97,9
7950,2008,buick enclave,good,6.0,gas,104241.0,automatic,SUV,,0,2019-04-18,82,12
6475,2009,honda accord,good,6.0,gas,1790.0,automatic,coupe,,0,2018-06-10,32,10
16995,2007,toyota tundra,like new,8.0,gas,130267.0,automatic,pickup,red,1,2018-11-07,32,12
29900,2015,chevrolet tahoe,good,8.0,gas,99500.0,automatic,SUV,black,1,2018-05-17,22,4
25000,2012,ford f-150,excellent,6.0,gas,53000.0,automatic,truck,red,1,2018-05-04,21,7
5500,2008,subaru impreza,excellent,4.0,gas,143500.0,automatic,wagon,silver,1,2018-12-04,14,11
6200,2016,ford focus,excellent,4.0,gas,160700.0,automatic,sedan,white,0,2018-08-07,48,3
2700,1998,ford explorer,good,6.0,gas,192900.0,automatic,SUV,blue,1,2018-12-08,20,21
4200,2004,dodge dakota,good,6.0,gas,176523.0,manual,truck,red,1,2018-08-26,98,15
5400,2011,chevrolet equinox,like new,,gas,124000.0,automatic,SUV,,0,2018-06-18,76,8
7750,2012,ford expedition,good,,gas,144231.0,automatic,SUV,white,0,2018-08-02,49,7
3475,2008,chevrolet impala,good,6.0,gas,204652.0,automatic,sedan,grey,0,2018-10-09,66,11
5200,2002,ford f-150,good,8.0,gas,203253.0,automatic,truck,white,1,2018-09-25,19,17
10995,2012,ford edge,excellent,6.0,gas,109693.0,automatic,SUV,,0,2018-05-02,22,7
18950,2018,jeep cherokee,excellent,4.0,gas,20050.0,automatic,SUV,white,1,2018-08-19,72,1
3715,2004,hyundai santa fe,good,6.0,gas,157097.0,automatic,SUV,custom,1,2019-02-07,78,16
5065,2010,ford edge,good,6.0,gas,201414.0,automatic,SUV,,1,2019-03-27,74,10
10775,2015,ford focus,good,,gas,101695.0,manual,hatchback,,0,2018-07-18,70,4
3695,2003,jeep liberty,good,6.0,gas,208126.0,automatic,SUV,blue,1,2019-03-27,48,17
2485,2002,jeep grand cherokee,good,8.0,gas,278928.0,automatic,SUV,grey,1,2019-02-04,20,18
2695,1997,ford f-150,good,8.0,gas,245789.0,automatic,truck,white,0,2018-07-28,28,22
4695,2006,ford f-350 sd,good,8.0,gas,215199.0,automatic,truck,white,0,2018-08-03,30,13
7905,2011,ford f250,good,8.0,gas,229446.0,automatic,truck,white,1,2018-06-27,110,8
2585,2003,ford econoline,good,8.0,gas,241998.0,automatic,van,silver,0,2018-10-31,139,16
2695,1999,ford explorer,good,6.0,gas,224994.0,automatic,SUV,black,1,2018-07-23,12,20
5995,2011,chevrolet silverado 2500hd,good,8.0,gas,276556.0,automatic,truck,white,1,2018-12-16,96,8
19900,2013,ford f-150,good,6.0,gas,43855.0,automatic,truck,,1,2018-05-12,9,6
11950,2011,ram 1500,good,8.0,gas,103729.0,automatic,truck,grey,0,2018-11-01,12,8
9500,2016,ford focus,like new,4.0,gas,67960.0,automatic,sedan,silver,0,2018-08-07,112,3
9999,2015,chrysler 200,good,4.0,gas,80440.0,automatic,sedan,custom,0,2018-08-02,8,4
6900,2011,dodge grand caravan,good,6.0,gas,143256.0,automatic,van,,0,2018-06-24,64,8
14900,2014,ford f-150,good,,gas,161257.0,automatic,truck,grey,1,2018-07-21,90,5
3250,2005,chevrolet trailblazer,good,6.0,gas,207699.0,automatic,SUV,brown,1,2018-10-12,100,14
8500,2001,gmc sierra 1500,excellent,8.0,gas,186000.0,automatic,truck,orange,1,2019-02-21,8,19
6100,2012,hyundai sonata,excellent,4.0,gas,203000.0,automatic,sedan,silver,0,2019-03-30,49,8
7500,2005,toyota tacoma,good,6.0,gas,265000.0,automatic,truck,red,0,2019-02-08,19,15
4900,2007,toyota prius,good,4.0,hybrid,119000.0,automatic,hatchback,silver,0,2018-09-23,8,12
12000,2015,toyota rav4,excellent,,gas,116000.0,automatic,hatchback,blue,1,2018-08-19,0,4
7600,2002,chevrolet silverado 1500,excellent,,gas,171000.0,automatic,truck,white,1,2019-02-21,34,18
7000,2008,honda pilot,excellent,6.0,gas,155000.0,automatic,SUV,silver,1,2019-02-27,23,12
7950,2008,ford expedition,excellent,8.0,gas,144902.0,automatic,SUV,,0,2018-10-09,126,11
17000,2012,ford expedition,excellent,8.0,gas,103550.0,automatic,SUV,white,1,2018-12-25,21,7
18500,2013,chevrolet silverado 1500,excellent,8.0,gas,130000.0,automatic,truck,red,1,2018-12-05,84,6
1295,2002,honda odyssey,good,6.0,gas,260000.0,automatic,mini-van,silver,0,2018-12-11,86,17
5000,2012,nissan sentra,like new,4.0,gas,120000.0,automatic,coupe,white,0,2019-01-27,76,8
14500,2013,nissan frontier,salvage,6.0,gas,49000.0,automatic,pickup,grey,0,2019-01-16,76,7
31999,2017,ram 2500,excellent,8.0,gas,12899.0,automatic,truck,silver,1,2019-03-25,50,3
17999,2012,toyota tundra,good,,gas,157881.0,automatic,truck,silver,1,2018-12-30,23,7
14900,2011,ford f-150,good,6.0,gas,169617.0,automatic,truck,white,1,2019-01-18,8,9
26900,2014,jeep wrangler unlimited,excellent,6.0,gas,75450.0,automatic,SUV,red,1,2018-05-11,49,5
22999,2015,ford f150,excellent,6.0,gas,64000.0,automatic,pickup,,1,2018-11-20,33,4
17000,2015,subaru forester,good,4.0,gas,31000.0,automatic,SUV,grey,1,2018-06-01,53,4
7900,2009,toyota camry,excellent,4.0,gas,106894.0,automatic,sedan,,0,2019-03-22,100,11
7900,2014,nissan versa,excellent,4.0,gas,36901.0,automatic,sedan,blue,0,2018-07-21,25,5
9500,2007,chevrolet tahoe,excellent,8.0,gas,209000.0,automatic,SUV,silver,1,2018-06-14,44,12
5995,2006,honda odyssey,excellent,6.0,gas,174000.0,automatic,mini-van,black,0,2019-04-19,58,14
9950,2008,chevrolet colorado,excellent,5.0,gas,119.0,automatic,pickup,blue,1,2018-06-17,101,11
8900,2011,chevrolet silverado,like new,6.0,gas,130700.0,automatic,truck,,0,2018-09-09,52,8
13995,2011,toyota tacoma,good,6.0,gas,174075.0,automatic,truck,grey,0,2019-01-22,34,9
14995,2011,gmc yukon,good,8.0,gas,105130.0,automatic,SUV,white,0,2018-10-24,34,8
4995,1998,chevrolet camaro,good,6.0,gas,146666.0,automatic,convertible,red,0,2019-04-01,52,22
7995,2013,kia soul,good,4.0,gas,116515.0,other,SUV,white,0,2018-10-24,38,6
9995,2010,honda cr-v,good,4.0,gas,110115.0,automatic,SUV,blue,0,2019-02-24,42,10
13900,2006,chevrolet silverado 1500,excellent,8.0,gas,152000.0,automatic,truck,,1,2019-01-06,46,14
8900,2014,toyota corolla,excellent,4.0,gas,51.0,automatic,sedan,white,0,2018-05-20,31,5
23900,2012,ford f-350 sd,good,8.0,diesel,164675.0,automatic,truck,,1,2018-05-09,45,7
26900,2014,gmc sierra 2500hd,good,8.0,diesel,136198.0,automatic,truck,black,1,2019-03-05,110,6
20900,2012,ram 3500,good,6.0,diesel,126714.0,automatic,truck,white,1,2018-12-20,25,7
17450,2012,jeep wrangler,good,6.0,gas,134000.0,other,SUV,silver,1,2018-05-11,22,7
7500,2010,chevrolet traverse,good,6.0,gas,112807.0,automatic,SUV,,1,2018-11-21,30,9
5495,2013,hyundai sonata,good,4.0,gas,155345.0,automatic,sedan,,0,2018-10-11,18,6
4990,2004,gmc sierra 1500,excellent,8.0,gas,149662.0,automatic,pickup,white,0,2018-09-05,17,15
2500,1997,ford mustang,excellent,6.0,gas,82000.0,automatic,other,custom,0,2018-10-30,49,22
6500,2010,chevrolet malibu,excellent,4.0,gas,84700.0,automatic,sedan,white,0,2019-02-21,16,10
14500,1998,chevrolet corvette,excellent,8.0,gas,68000.0,automatic,convertible,white,0,2018-07-19,52,21
4600,2007,toyota prius,good,4.0,hybrid,174000.0,automatic,hatchback,,0,2018-11-27,13,12
12750,2009,chevrolet suburban,good,8.0,gas,185000.0,automatic,SUV,,0,2019-03-04,10,11
17995,2012,ford f-150,excellent,8.0,gas,94785.0,automatic,truck,red,1,2019-02-12,33,8
12995,2008,chevrolet silverado 1500,excellent,,gas,131414.0,automatic,truck,silver,1,2018-08-22,42,11
12995,2012,buick enclave,excellent,6.0,gas,87790.0,automatic,SUV,white,0,2018-08-21,21,7
8550,2014,chrysler town & country,good,6.0,gas,94000.0,automatic,wagon,,0,2018-06-09,47,5
20694,2015,ram 2500,good,8.0,gas,98990.0,automatic,truck,white,1,2018-09-08,42,4
23999,2018,chevrolet silverado,like new,8.0,gas,94112.0,automatic,truck,,1,2018-07-10,1,1
29975,2019,ford explorer,like new,6.0,gas,30093.0,automatic,SUV,grey,1,2019-02-10,60,1
21999,2012,gmc sierra,excellent,8.0,gas,92763.0,automatic,pickup,black,1,2018-09-18,76,7
3895,2012,volkswagen jetta,good,5.0,gas,133128.0,automatic,sedan,silver,0,2018-06-06,71,7
22985,2016,chevrolet traverse,good,6.0,gas,63090.0,automatic,SUV,white,0,2019-04-17,16,4
19950,2019,toyota camry,excellent,4.0,gas,27260.0,automatic,sedan,,0,2019-01-26,78,1
19850,2018,chevrolet equinox,like new,4.0,gas,13424.0,automatic,SUV,red,1,2018-05-31,40,1
6000,2005,jeep cherokee,excellent,8.0,gas,140000.0,automatic,SUV,custom,0,2018-05-25,120,14
5200,2002,ford f-150,good,8.0,gas,203253.0,automatic,truck,white,1,2019-01-17,12,18
8250,2010,buick enclave,good,6.0,gas,127331.0,automatic,SUV,,0,2019-01-23,78,10
10500,2012,ram 2500,good,8.0,gas,189210.0,automatic,pickup,white,0,2018-06-30,12,7
4200,2004,dodge dakota,good,6.0,gas,176523.0,manual,truck,red,1,2018-12-07,44,15
3475,2008,chevrolet impala,good,6.0,gas,204652.0,automatic,sedan,grey,0,2019-04-09,35,12
7750,2012,ford expedition,good,8.0,gas,144231.0,automatic,SUV,white,0,2019-02-11,15,8
27900,2016,ram 2500,like new,6.0,diesel,154100.0,automatic,pickup,white,1,2018-08-02,66,3
4750,2012,ford escape,good,4.0,gas,212136.0,automatic,SUV,grey,0,2019-04-14,85,8
21900,2008,chevrolet silverado 3500hd,excellent,8.0,diesel,203000.0,automatic,truck,white,1,2018-12-22,36,11
10372,2014,kia soul,excellent,4.0,gas,49172.0,automatic,SUV,brown,0,2018-05-04,82,5
17995,2014,gmc acadia,excellent,6.0,gas,86432.0,automatic,SUV,white,0,2018-10-10,43,5
12590,2010,bmw x5,excellent,6.0,gas,85000.0,automatic,van,custom,1,2018-11-23,109,9
9500,2011,toyota tacoma,excellent,6.0,gas,226569.0,automatic,truck,white,1,2018-11-14,118,8
13500,2013,ford f-150,excellent,8.0,gas,150000.0,automatic,truck,,1,2018-08-23,24,6
6900,2009,toyota sienna,excellent,6.0,gas,88673.0,automatic,van,,0,2018-08-22,34,10
6900,2012,ford focus,excellent,4.0,gas,91625.0,automatic,hatchback,,0,2019-04-17,88,8
3500,2010,nissan versa,good,,gas,133000.0,automatic,hatchback,silver,0,2019-02-06,13,10
7800,1997,chevrolet corvette,good,8.0,gas,156000.0,manual,coupe,black,0,2018-05-11,27,22
23995,2006,chevrolet corvette,good,8.0,gas,48373.0,automatic,convertible,,0,2018-12-09,13,13
14950,2016,ford edge,good,6.0,gas,99277.0,automatic,SUV,black,0,2018-08-17,41,3
2850,2001,ford f-150,fair,8.0,gas,228000.0,automatic,truck,silver,0,2018-07-26,56,18
15900,2004,ford f-350 sd,excellent,8.0,diesel,152000.0,automatic,truck,brown,1,2018-05-20,49,15
4900,2001,ram 2500,good,8.0,gas,73500.0,automatic,truck,purple,0,2018-12-19,6,18
16900,2013,chevrolet silverado,excellent,8.0,gas,127060.0,automatic,pickup,red,1,2018-09-28,91,6
3495,1999,jeep cherokee,excellent,6.0,gas,158000.0,automatic,SUV,red,0,2018-11-23,18,20
14988,2010,toyota tundra,excellent,8.0,gas,190000.0,automatic,truck,silver,1,2019-04-12,9,10
10988,2007,chrysler 300,like new,8.0,gas,40000.0,automatic,sedan,white,0,2018-11-04,29,12
4199,2010,toyota corolla,excellent,4.0,gas,184000.0,automatic,sedan,white,0,2018-12-17,34,9
5999,2005,toyota tacoma,excellent,4.0,gas,166227.0,automatic,pickup,,0,2019-03-17,17,15
2600,2006,subaru impreza,fair,4.0,gas,136000.0,automatic,sedan,grey,1,2019-02-17,7,14
20000,2016,chevrolet camaro,like new,4.0,gas,36000.0,automatic,convertible,,0,2018-06-01,17,3
16950,2013,chevrolet silverado,excellent,8.0,gas,149627.0,automatic,pickup,blue,1,2019-02-09,33,7
15900,2011,gmc sierra 1500,excellent,8.0,gas,157000.0,automatic,truck,grey,1,2018-12-16,24,8
9500,2014,chrysler town & country,excellent,6.0,gas,111631.0,automatic,mini-van,,0,2019-04-07,42,6
17950,2014,ford f-150,excellent,8.0,gas,138452.0,automatic,pickup,,1,2018-05-06,125,5
18950,2012,ford f-150,excellent,8.0,gas,114373.0,automatic,pickup,silver,1,2019-01-14,9,8
14500,2014,chevrolet silverado 1500,excellent,6.0,gas,122628.0,automatic,pickup,silver,0,2018-12-16,3,5
20995,2010,ford f-350 sd,excellent,8.0,diesel,141478.0,automatic,truck,black,1,2018-08-07,12,9
23995,2011,ram 3500,excellent,,diesel,150388.0,other,truck,white,1,2018-05-22,10,8
33995,2016,ford f-150,excellent,6.0,gas,84939.0,automatic,truck,,1,2018-09-13,20,3
27995,2014,chevrolet silverado 2500hd,excellent,8.0,diesel,132864.0,automatic,truck,white,1,2019-02-10,23,6
26995,2014,jeep wrangler,excellent,6.0,gas,73522.0,automatic,SUV,grey,1,2018-07-19,39,5
10900,2005,ram 2500,good,8.0,gas,210000.0,automatic,truck,blue,1,2018-07-16,29,14
30000,2018,jeep wrangler unlimited,excellent,6.0,gas,29000.0,automatic,SUV,orange,1,2019-03-23,13,2
3900,2005,chevrolet trailblazer,good,,gas,154311.0,automatic,SUV,white,1,2019-03-13,7,15
9000,2014,ford explorer,excellent,6.0,gas,184164.0,automatic,SUV,black,1,2018-09-04,90,5
15300,2017,dodge grand caravan,excellent,6.0,gas,57000.0,automatic,mini-van,white,0,2019-04-05,42,3
21900,2008,chevrolet silverado 3500hd,excellent,,diesel,203000.0,automatic,truck,white,1,2019-02-26,18,12
15900,2011,gmc sierra 1500,excellent,8.0,gas,157000.0,automatic,truck,grey,1,2018-05-07,60,8
22199,2017,honda accord,excellent,4.0,gas,26600.0,automatic,sedan,brown,0,2018-07-02,54,2
4800,2013,ford focus,good,4.0,gas,90000.0,automatic,sedan,red,0,2018-09-25,4,6
4995,2009,nissan altima,good,4.0,gas,115676.0,automatic,sedan,grey,0,2018-10-18,25,10
4995,2002,gmc yukon,good,8.0,gas,179520.0,automatic,SUV,grey,1,2018-11-21,19,17
10995,2011,chevrolet silverado 1500,good,,gas,173659.0,automatic,truck,white,1,2018-09-06,29,8
5495,2010,ford edge,good,6.0,gas,168210.0,automatic,SUV,white,1,2018-09-23,12,9
15900,2014,dodge charger,excellent,6.0,gas,66700.0,automatic,sedan,red,1,2019-02-05,46,6
15951,2013,ford f-150,good,8.0,gas,115975.0,automatic,truck,,1,2018-11-10,33,6
14978,2012,gmc sierra 1500,good,8.0,gas,131096.0,automatic,truck,blue,1,2019-04-03,6,8
15846,2011,gmc sierra 1500,good,8.0,gas,160367.0,automatic,truck,,1,2019-03-17,3,9
11762,2011,ford ranger,good,6.0,gas,63009.0,automatic,truck,silver,0,2019-03-16,12,9
24250,2015,chevrolet silverado 1500,like new,8.0,gas,98500.0,automatic,truck,blue,1,2019-02-15,52,5
17638,2012,ford f-150,good,6.0,gas,82349.0,automatic,truck,black,1,2018-05-27,23,7
14265,2008,cadillac escalade,good,,gas,146686.0,automatic,SUV,black,1,2019-03-20,6,12
17861,2012,chevrolet silverado 2500hd,good,8.0,gas,168711.0,automatic,truck,silver,1,2018-11-07,27,7
8000,2003,toyota 4runner,good,6.0,gas,187000.0,automatic,SUV,grey,1,2019-03-04,27,17
2500,2000,ford f-150,fair,8.0,gas,206000.0,automatic,truck,red,1,2018-08-23,32,19
3800,2005,ford f-150,good,8.0,gas,10000.0,automatic,truck,white,1,2019-03-27,165,15
23999,2017,ram 1500,excellent,8.0,gas,64000.0,automatic,pickup,blue,1,2018-07-12,19,2
7887,2006,honda cr-v,good,4.0,gas,121386.0,automatic,SUV,grey,1,2018-12-29,24,13
7763,2004,toyota tacoma,good,4.0,gas,232252.0,other,truck,silver,1,2018-07-22,73,15
11900,2005,ford f-350 sd,good,8.0,diesel,175900.0,automatic,truck,custom,1,2019-01-03,44,15
12500,2009,jeep wrangler,good,,gas,136400.0,manual,SUV,,1,2018-11-08,47,10
6995,1999,ford f-250 sd,good,10.0,gas,246500.0,automatic,truck,red,1,2018-10-09,33,20
5495,2002,chevrolet tahoe,good,8.0,gas,142250.0,automatic,SUV,green,1,2018-05-06,30,17
9000,2008,acura tl,excellent,6.0,gas,100000.0,automatic,sedan,white,0,2019-01-28,47,12
8995,2008,ford edge,good,6.0,gas,133750.0,automatic,SUV,white,1,2018-08-14,24,11
16998,2013,chevrolet silverado 1500,excellent,8.0,gas,150249.0,automatic,truck,white,1,2019-02-17,40,7
15998,2017,chevrolet malibu,excellent,,gas,24631.0,automatic,sedan,custom,0,2018-07-23,15,2
8998,2008,chevrolet suburban,excellent,8.0,gas,255403.0,automatic,wagon,black,1,2018-08-24,110,11
17498,2009,jeep wrangler unlimited,excellent,6.0,gas,100490.0,automatic,wagon,silver,1,2018-06-10,100,10
17180,2014,jeep grand cherokee,excellent,6.0,diesel,114685.0,automatic,SUV,black,1,2018-12-11,34,5
4995,2005,jeep grand cherokee,good,6.0,gas,146000.0,automatic,SUV,silver,1,2018-11-12,81,14
8950,2013,nissan altima,excellent,,gas,96000.0,automatic,sedan,black,0,2018-12-15,110,6
16950,2009,jeep wrangler,excellent,6.0,gas,130816.0,automatic,SUV,green,1,2018-05-02,18,10
4495,2007,honda civic,excellent,4.0,gas,162000.0,automatic,sedan,blue,0,2018-12-31,41,12
8495,2014,ford taurus,good,,gas,124151.0,automatic,sedan,black,0,2018-07-12,20,5
8495,2012,gmc acadia,good,,gas,127244.0,automatic,SUV,silver,1,2018-06-10,54,7
4995,2011,chevrolet malibu,good,6.0,gas,152262.0,automatic,sedan,silver,0,2018-12-16,42,8
4995,2008,toyota camry,good,4.0,gas,164000.0,automatic,sedan,grey,0,2018-12-25,29,11
8295,2015,ford fusion,good,4.0,gas,94911.0,automatic,sedan,grey,0,2019-02-23,12,5
3995,2012,chevrolet impala,good,6.0,gas,122988.0,automatic,sedan,white,0,2019-01-03,34,8
3995,2011,toyota camry,good,4.0,gas,234259.0,automatic,sedan,custom,0,2018-09-28,28,8
5700,2011,hyundai elantra,good,4.0,gas,93000.0,automatic,sedan,white,0,2018-10-08,20,8
20362,2019,dodge grand caravan,excellent,6.0,gas,31632.0,automatic,mini-van,red,0,2019-03-05,54,1
18286,2018,dodge grand caravan,excellent,6.0,gas,39785.0,automatic,mini-van,red,0,2018-11-28,23,1
9900,2007,chevrolet tahoe,excellent,8.0,gas,166433.0,automatic,SUV,black,1,2018-05-13,38,12
29900,2015,chevrolet tahoe,good,,gas,99500.0,automatic,SUV,black,1,2018-10-26,19,4
5600,2005,jeep grand cherokee,good,8.0,gas,155885.0,automatic,wagon,brown,1,2018-11-03,133,14
14900,2019,nissan sentra,excellent,4.0,gas,50000.0,automatic,sedan,grey,0,2019-04-10,17,1
11900,2010,dodge dakota,good,,gas,92908.0,automatic,truck,silver,1,2019-04-17,39,10
8900,2013,chevrolet equinox,good,4.0,gas,120456.0,automatic,wagon,white,1,2018-08-15,4,6
6200,2006,chevrolet impala,good,8.0,gas,65320.0,automatic,sedan,silver,0,2018-10-26,26,13
4600,2006,chevrolet silverado 1500,good,8.0,gas,216500.0,automatic,truck,,1,2018-06-30,83,13
18000,2016,chevrolet silverado 1500,excellent,6.0,gas,50289.0,automatic,truck,white,0,2018-11-13,64,3
7900,2006,dodge dakota,good,8.0,gas,141200.0,automatic,truck,silver,1,2019-04-02,75,14
10900,2007,chevrolet suburban,good,,gas,107000.0,automatic,wagon,custom,1,2018-12-28,4,12
2500,2006,nissan sentra,good,4.0,gas,176000.0,automatic,sedan,grey,0,2018-11-24,70,13
2900,2002,toyota rav4,good,4.0,gas,200.0,manual,SUV,black,1,2019-02-17,37,18
8999,2013,volkswagen passat,excellent,4.0,gas,105793.0,automatic,sedan,silver,0,2018-08-30,62,6
3900,1995,gmc sierra,excellent,8.0,gas,225000.0,automatic,truck,red,1,2018-07-12,64,24
13695,2015,ford fusion,good,4.0,gas,55410.0,automatic,sedan,white,0,2019-01-06,37,5
2995,2004,ford explorer,good,6.0,gas,181000.0,automatic,SUV,white,1,2018-05-02,14,15
3995,2011,hyundai sonata,good,4.0,gas,203896.0,other,sedan,black,0,2019-01-13,49,9
7995,2007,chevrolet silverado 1500,good,,gas,107000.0,automatic,truck,grey,1,2018-09-20,42,12
3500,1996,gmc sierra 1500,fair,8.0,gas,219520.0,automatic,pickup,,1,2018-06-02,37,23
7600,2012,chevrolet malibu,good,,gas,99787.0,automatic,sedan,black,0,2019-03-20,38,8
9995,2016,nissan altima,good,4.0,gas,67000.0,automatic,sedan,,0,2018-09-03,61,3
6999,2012,chrysler 300,good,6.0,gas,168123.0,automatic,sedan,black,0,2019-03-01,119,8
3250,1998,toyota camry,good,4.0,gas,202796.0,automatic,other,custom,0,2019-02-10,9,22
2100,2006,nissan altima,good,4.0,gas,167000.0,automatic,sedan,grey,0,2018-10-15,54,13
4500,2001,ram 1500,good,8.0,gas,165000.0,automatic,truck,white,1,2018-07-25,32,18
14995,2008,ford f350 super duty,excellent,8.0,gas,126650.0,automatic,truck,white,0,2018-07-07,85,11
4600,2005,jeep grand cherokee,excellent,6.0,gas,206000.0,automatic,SUV,silver,1,2018-11-08,24,14
22900,2014,toyota sienna,excellent,6.0,gas,73018.0,automatic,van,silver,1,2019-03-02,62,6
24500,2003,chevrolet corvette,like new,8.0,gas,26244.0,automatic,coupe,red,0,2018-07-11,56,16
8995,2013,ford mustang,excellent,,gas,122761.0,automatic,coupe,silver,0,2018-09-17,15,6
4900,2005,chevrolet silverado 1500,fair,8.0,gas,150000.0,automatic,pickup,white,1,2018-09-06,118,14
4995,2007,honda accord,good,4.0,gas,158738.0,automatic,coupe,blue,0,2019-02-18,10,13
23995,2016,jeep wrangler,excellent,6.0,gas,61515.0,automatic,SUV,,1,2018-05-29,79,3
17500,2016,chevrolet silverado 1500,excellent,6.0,gas,57714.0,automatic,truck,black,0,2018-05-09,33,3
15000,2007,chevrolet silverado 1500,excellent,8.0,gas,114000.0,automatic,truck,,1,2018-06-02,61,12
4995,2008,chevrolet malibu,good,4.0,gas,117300.0,automatic,sedan,silver,0,2019-02-12,71,12
4995,2008,toyota rav4,good,6.0,gas,268161.0,automatic,SUV,green,0,2018-05-04,65,11
2500,2001,ram 1500,excellent,8.0,gas,151872.0,automatic,pickup,silver,1,2018-10-05,28,18
20038,2018,jeep cherokee,excellent,4.0,gas,14880.0,automatic,SUV,,1,2018-10-17,24,1
22692,2018,jeep cherokee,excellent,6.0,gas,21927.0,automatic,SUV,,1,2018-09-08,112,1
21499,2017,chevrolet malibu,excellent,4.0,gas,26274.0,automatic,sedan,white,0,2018-05-11,7,2
3999,2010,nissan sentra,excellent,,gas,130236.0,automatic,sedan,blue,0,2018-11-06,16,9
5500,2002,ford f-150,good,8.0,gas,275000.0,automatic,truck,red,1,2018-10-25,64,17
10800,2015,toyota camry,excellent,4.0,gas,28150.0,automatic,sedan,black,1,2018-12-18,103,4
20995,2013,ram 1500,excellent,8.0,gas,96100.0,automatic,truck,white,1,2018-08-14,13,6
12995,2013,nissan rogue,excellent,4.0,gas,46150.0,automatic,wagon,black,1,2018-12-06,8,6
25500,2018,toyota camry,excellent,4.0,gas,16660.0,automatic,sedan,silver,0,2019-03-06,71,2
13995,2008,chevrolet silverado 1500,excellent,8.0,gas,93300.0,automatic,truck,grey,1,2018-07-08,28,11
14995,2011,ford ranger,excellent,6.0,gas,54200.0,automatic,truck,grey,1,2019-02-06,13,9
10499,2016,ram 1500,excellent,8.0,gas,216615.0,automatic,truck,white,1,2018-05-19,23,3
8995,2011,ford f-150,excellent,6.0,gas,118000.0,automatic,truck,,1,2018-12-13,76,8
23999,2017,ram 1500,excellent,8.0,gas,64000.0,automatic,pickup,grey,1,2018-11-24,35,2
